"date","variable","value","lbl","plbl","nlbl"
2024-09-01,"Health Care",0.964443333304975,,,
2024-10-01,"Health Care",0.913681196880979,,,
2024-11-01,"Health Care",0.909456550684127,,,
2024-12-01,"Health Care",0.932817387934467,,,
2025-01-01,"Health Care",0.741003714222205,,,
2025-02-01,"Health Care",0.804852201635682,,,
2025-03-01,"Health Care",0.830830715783772,,,
2025-04-01,"Health Care",0.920027992935758,,,
2025-05-01,"Health Care",0.841976433150699,,,
2025-06-01,"Health Care",0.915307504591411,,,
2025-07-01,"Health Care",0.964543918293291,,,
2025-08-01,"Health Care",0.963152883735563,,,
2025-09-01,"Health Care",0.83401711608838,,,
2025-10-01,"Health Care",0.901358528674538,"0.9","0.9",
2025-11-01,"Health Care",0.920178006817676,"0.9","0.9",
2026-04-01,"Health Care",0.516802647909378,"0.5","0.5",
2022-11-01,"Financial Services & Insurance",0.715856849585971,,,
2022-12-01,"Financial Services & Insurance",0.677324222929804,,,
2023-01-01,"Financial Services & Insurance",0.583092519510827,,,
2023-02-01,"Financial Services & Insurance",0.646435006449856,,,
2023-03-01,"Financial Services & Insurance",0.567083413611056,,,
2023-04-01,"Financial Services & Insurance",0.653949583369843,,,
2023-05-01,"Financial Services & Insurance",0.584518694524836,,,
2023-06-01,"Financial Services & Insurance",0.744726177709628,,,
2023-07-01,"Financial Services & Insurance",0.838337578990652,,,
2023-08-01,"Financial Services & Insurance",0.718600365135609,,,
2023-09-01,"Financial Services & Insurance",0.681855800259957,,,
2023-10-01,"Financial Services & Insurance",0.622112389053841,,,
2023-11-01,"Financial Services & Insurance",0.518687175046817,,,
2023-12-01,"Financial Services & Insurance",0.617581294778059,,,
2024-01-01,"Financial Services & Insurance",0.857335679122012,,,
2024-02-01,"Financial Services & Insurance",0.87663625818696,,,
2024-03-01,"Financial Services & Insurance",0.965698145003627,,,
2024-04-01,"Financial Services & Insurance",1.00300988846084,,,
2024-05-01,"Financial Services & Insurance",1.02736510355872,,,
2024-06-01,"Financial Services & Insurance",0.925565079087793,,,
2024-07-01,"Financial Services & Insurance",1.0271137863523,,,
2024-08-01,"Financial Services & Insurance",1.05732865031529,,,
2024-09-01,"Financial Services & Insurance",1.01487846851547,,,
2024-10-01,"Financial Services & Insurance",1.18093111193219,,,
2024-11-01,"Financial Services & Insurance",1.21051336261446,,,
2024-12-01,"Financial Services & Insurance",1.15137983347473,,,
2025-01-01,"Financial Services & Insurance",0.918801399116449,,,
2025-02-01,"Financial Services & Insurance",1.08954513081158,,,
2025-03-01,"Financial Services & Insurance",1.04557427977287,,,
2025-04-01,"Financial Services & Insurance",0.764015085582781,,,
2025-05-01,"Financial Services & Insurance",0.731912035347983,,,
2025-06-01,"Financial Services & Insurance",0.723701212763601,,,
2025-07-01,"Financial Services & Insurance",0.839592455627963,,,
2025-08-01,"Financial Services & Insurance",0.879160620956764,,,
2025-09-01,"Financial Services & Insurance",0.869294221602252,,,
2025-10-01,"Financial Services & Insurance",0.886669625171006,"0.9","0.9",
2025-11-01,"Financial Services & Insurance",0.94693165202377,"0.9","0.9",
2026-04-01,"Financial Services & Insurance",0.682442899762569,"0.7","0.7",
