"date","variable","value","lbl","plbl","nlbl"
2024-09-01,"Housing",0.8023424769096,,,
2024-10-01,"Housing",0.795618443521708,,,
2024-11-01,"Housing",0.756248257202888,,,
2024-12-01,"Housing",0.737949702150411,,,
2025-01-01,"Housing",0.715726537676373,,,
2025-02-01,"Housing",0.687924604764103,,,
2025-03-01,"Housing",0.678053967665533,,,
2025-04-01,"Housing",0.66928015459622,,,
2025-05-01,"Housing",0.644495095779701,,,
2025-06-01,"Housing",0.642123141248261,,,
2025-07-01,"Housing",0.623506991117152,,,
2025-08-01,"Housing",0.612395153633282,,,
2025-09-01,"Housing",0.581179501067979,,,
2025-10-01,"Housing",0.538111429037508,"0.5","0.5",
2025-11-01,"Housing",0.515971047920856,"0.5","0.5",
2026-04-01,"Housing",0.518172209221242,"0.5","0.5",
