"date","variable","value","lbl","plbl","nlbl"
2023-10-01,"Transportation Services",-0.00701808765564683,,,
2023-11-01,"Transportation Services",0.0637913817620508,,,
2023-12-01,"Transportation Services",-0.0557018775160934,,,
2024-01-01,"Transportation Services",0.00242501456126265,,,
2024-02-01,"Transportation Services",0.0100708712526035,,,
2024-03-01,"Transportation Services",0.109273930849547,,,
2024-04-01,"Transportation Services",-0.0309136191132332,,,
2024-05-01,"Transportation Services",-0.014013384938506,,,
2024-06-01,"Transportation Services",-0.0440023467145746,,,
2024-07-01,"Transportation Services",-0.00238183429134727,,,
2024-08-01,"Transportation Services",0.0206075951465753,,,
2024-09-01,"Transportation Services",0.07401002186025,,,
2024-10-01,"Transportation Services",0.0463810595464412,,,
2024-11-01,"Transportation Services",-0.00308707127230948,,,
2024-12-01,"Transportation Services",0.0828924824828655,,,
2025-01-01,"Transportation Services",0.00838101050960299,,,
2025-02-01,"Transportation Services",-0.0153882762008146,,,
2025-03-01,"Transportation Services",-0.0381806224812368,,,
2025-04-01,"Transportation Services",0.0439910875046434,,,
2025-05-01,"Transportation Services",0.00472603311189086,,,
2025-06-01,"Transportation Services",-0.000484840853923243,,,
2025-07-01,"Transportation Services",0.015273117215312,,,
2025-08-01,"Transportation Services",0.0543717777863073,,,
2025-09-01,"Transportation Services",0.0463421333397557,,,
2025-10-01,"Transportation Services",0.00529228869680467,,"0.01",
2025-11-01,"Transportation Services",0.00629243467953063,,"0.01",
2022-01-01,"Food Services & Accommodations",0.0220715912489081,,,
2022-02-01,"Food Services & Accommodations",0.0859736617912826,,,
2022-03-01,"Food Services & Accommodations",0.0687541569982717,,,
2022-04-01,"Food Services & Accommodations",0.0812111878736815,,,
2022-05-01,"Food Services & Accommodations",0.0917452309251637,,,
2022-06-01,"Food Services & Accommodations",0.0645587960676791,,,
2022-07-01,"Food Services & Accommodations",0.0522095363141216,,,
2022-08-01,"Food Services & Accommodations",0.0976309620296749,,,
2022-09-01,"Food Services & Accommodations",0.0721430469631316,,,
2022-10-01,"Food Services & Accommodations",0.186352976306068,,,
2022-11-01,"Food Services & Accommodations",0.0522879255772154,,,
2022-12-01,"Food Services & Accommodations",0.0715967162905432,,,
2023-01-01,"Food Services & Accommodations",0.0903722905802162,,,
2023-02-01,"Food Services & Accommodations",0.0950768161340834,,,
2023-03-01,"Food Services & Accommodations",0.112692528023278,,,
2023-04-01,"Food Services & Accommodations",-0.00111266424384132,,,
2023-05-01,"Food Services & Accommodations",0.0682329958880215,,,
2023-06-01,"Food Services & Accommodations",0.0376712113678144,,,
2023-07-01,"Food Services & Accommodations",0.0220674669795932,,,
2023-08-01,"Food Services & Accommodations",-0.0163509488909345,,,
2023-09-01,"Food Services & Accommodations",0.118789867652538,,,
2023-10-01,"Food Services & Accommodations",0.00863415511552534,,,
2023-11-01,"Food Services & Accommodations",0.0326164910201151,,,
2023-12-01,"Food Services & Accommodations",0.052675533988791,,,
2024-01-01,"Food Services & Accommodations",0.0877716098306771,,,
2024-02-01,"Food Services & Accommodations",0.00700305610028611,,,
2024-03-01,"Food Services & Accommodations",0.0506446661518721,,,
2024-04-01,"Food Services & Accommodations",0.0185911835626559,,,
2024-05-01,"Food Services & Accommodations",0.0243302787274071,,,
2024-06-01,"Food Services & Accommodations",0.0282112659773673,,,
2024-07-01,"Food Services & Accommodations",0.0239329848721298,,,
2024-08-01,"Food Services & Accommodations",0.0521041437038668,,,
2024-09-01,"Food Services & Accommodations",0.0156052107048428,,,
2024-10-01,"Food Services & Accommodations",0.0472846780823355,,,
2024-11-01,"Food Services & Accommodations",0.085913801636518,,,
2024-12-01,"Food Services & Accommodations",0.0152470562287163,,,
2025-01-01,"Food Services & Accommodations",0.0539653528642297,,,
2025-02-01,"Food Services & Accommodations",0.0504792588289293,,,
2025-03-01,"Food Services & Accommodations",-0.0198088378169375,,,
2025-04-01,"Food Services & Accommodations",0.0481321055292388,,,
2025-05-01,"Food Services & Accommodations",0.0348900747785983,,,
2025-06-01,"Food Services & Accommodations",-0.0016241999887556,,,
2025-07-01,"Food Services & Accommodations",0.0180931159120525,,,
2025-08-01,"Food Services & Accommodations",0.0748307682468676,,,
2025-09-01,"Food Services & Accommodations",0.0389979154932817,,,
2025-10-01,"Food Services & Accommodations",0.0161972014661057,,"0.02",
2025-11-01,"Food Services & Accommodations",0.0161606155000481,,"0.02",
2022-01-01,"Health Care",0.206949427124559,,,
2022-02-01,"Health Care",0.0595916176711151,,,
2022-03-01,"Health Care",0.0294166633921536,,,
2022-04-01,"Health Care",-0.0597761823974322,,,
2022-05-01,"Health Care",0.111198430790546,,,
2022-06-01,"Health Care",0.180848942380348,,,
2022-07-01,"Health Care",0.0453622058441237,,,
2022-08-01,"Health Care",0.0730337357001318,,,
2022-09-01,"Health Care",0.0445335090510579,,,
2022-10-01,"Health Care",0.0646470597841442,,,
2022-11-01,"Health Care",0.0144778787618377,,,
2022-12-01,"Health Care",0.047170737865906,,,
2023-01-01,"Health Care",0.00912671835293361,,,
2023-02-01,"Health Care",0.0894540974715528,,,
2023-03-01,"Health Care",0.100413098229465,,,
2023-04-01,"Health Care",0.10430918980006,,,
2023-05-01,"Health Care",0.105457031697787,,,
2023-06-01,"Health Care",0.000564586602816037,,,
2023-07-01,"Health Care",0.119500992174312,,,
2023-08-01,"Health Care",0.0112049796170418,,,
2023-09-01,"Health Care",0.00673803342664986,,,
2023-10-01,"Health Care",0.135813376002215,,,
2023-11-01,"Health Care",0.0556814025800037,,,
2023-12-01,"Health Care",0.063757454294412,,,
2024-01-01,"Health Care",0.198787955529167,,,
2024-02-01,"Health Care",0.0548891640164596,,,
2024-03-01,"Health Care",0.0529874976821846,,,
2024-04-01,"Health Care",-0.00500332983743944,,,
2024-05-01,"Health Care",0.103672934425425,,,
2024-06-01,"Health Care",0.0625531472360491,,,
2024-07-01,"Health Care",0.0245961255762764,,,
2024-08-01,"Health Care",0.0470779403129102,,,
2024-09-01,"Health Care",0.163846697463061,,,
2024-10-01,"Health Care",0.0817447239609788,,,
2024-11-01,"Health Care",0.051435472951519,,,
2024-12-01,"Health Care",0.0867212198492073,,,
2025-01-01,"Health Care",0.007666695494072,,,
2025-02-01,"Health Care",0.119679397068229,,,
2025-03-01,"Health Care",0.0803240590186566,,,
2025-04-01,"Health Care",0.0850422082061788,,,
2025-05-01,"Health Care",0.0264859990546027,,,
2025-06-01,"Health Care",0.135418253670481,,,
2025-07-01,"Health Care",0.0709237589157448,,,
2025-08-01,"Health Care",0.0454158410060061,,,
2025-09-01,"Health Care",0.0359057356416846,,,
2025-10-01,"Health Care",0.150281863136867,"0.15","0.15",
2025-11-01,"Health Care",0.0711940215494871,"0.07","0.07",
2022-01-01,"Financial Services & Insurance",0.133181729227772,,,
2022-02-01,"Financial Services & Insurance",-0.0248068917839354,,,
2022-03-01,"Financial Services & Insurance",0.0630196806527075,,,
2022-04-01,"Financial Services & Insurance",0.0544491460248742,,,
2022-05-01,"Financial Services & Insurance",0.0434376187072299,,,
2022-06-01,"Financial Services & Insurance",0.0320863453590221,,,
2022-07-01,"Financial Services & Insurance",-0.0591933375228712,,,
2022-08-01,"Financial Services & Insurance",0.156199690425146,,,
2022-09-01,"Financial Services & Insurance",0.087468928380983,,,
2022-10-01,"Financial Services & Insurance",0.00425931697467504,,,
2022-11-01,"Financial Services & Insurance",0.108509383023601,,,
2022-12-01,"Financial Services & Insurance",0.0472967028918063,,,
2023-01-01,"Financial Services & Insurance",0.0385384258674102,,,
2023-02-01,"Financial Services & Insurance",0.0429264039616043,,,
2023-03-01,"Financial Services & Insurance",-0.00704749137934766,,,
2023-04-01,"Financial Services & Insurance",0.139713964344534,,,
2023-05-01,"Financial Services & Insurance",-0.019542267728797,,,
2023-06-01,"Financial Services & Insurance",0.191558910727762,,,
2023-07-01,"Financial Services & Insurance",0.0318414573488599,,,
2023-08-01,"Financial Services & Insurance",0.0374300401825902,,,
2023-09-01,"Financial Services & Insurance",0.0569732546195932,,,
2023-10-01,"Financial Services & Insurance",-0.0503004392743958,,,
2023-11-01,"Financial Services & Insurance",0.00417577055589309,,,
2023-12-01,"Financial Services & Insurance",0.142529687543514,,,
2024-01-01,"Financial Services & Insurance",0.280672984932259,,,
2024-02-01,"Financial Services & Insurance",0.0589822060979044,,,
2024-03-01,"Financial Services & Insurance",0.0794303878033199,,,
2024-04-01,"Financial Services & Insurance",0.166762480065039,,,
2024-05-01,"Financial Services & Insurance",0.00411006322190434,,,
2024-06-01,"Financial Services & Insurance",0.0834815868995606,,,
2024-07-01,"Financial Services & Insurance",0.129666889148648,,,
2024-08-01,"Financial Services & Insurance",0.0709957762853687,,,
2024-09-01,"Financial Services & Insurance",0.0301336547405574,,,
2024-10-01,"Financial Services & Insurance",0.118239270818012,,,
2024-11-01,"Financial Services & Insurance",0.0288719427859319,,,
2024-12-01,"Financial Services & Insurance",0.0730384833616648,,,
2025-01-01,"Financial Services & Insurance",0.0547048580473097,,,
2025-02-01,"Financial Services & Insurance",0.224488081787318,,,
2025-03-01,"Financial Services & Insurance",0.0356723083074272,,,
2025-04-01,"Financial Services & Insurance",-0.103575655331797,,,
2025-05-01,"Financial Services & Insurance",-0.0233519102453702,,,
2025-06-01,"Financial Services & Insurance",0.0784290804753802,,,
2025-07-01,"Financial Services & Insurance",0.241904369075073,,,
2025-08-01,"Financial Services & Insurance",0.10667306285656,,,
2025-09-01,"Financial Services & Insurance",0.0214109671691381,,,
2025-10-01,"Financial Services & Insurance",0.136047623421502,"0.14","0.14",
2025-11-01,"Financial Services & Insurance",0.0848708849244945,"0.08","0.08",
